,reference_code,pmid,doi,comment,Title,Date,Publisher,License,Type,Volume,Issue,Page,Authors,Language
545,67UYE/RAB,4383631.0,10.1016/S0021-9258(18)99549-9,,['Enzymes of Clostridial Purine Fermentation'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,242,19,4378-4385,"Kosaku Uyeda, Jesse C. Rabinowitz",en
546,67WIL/HIR,,10.1016/0005-2744(67)90139-8,,['Reversibility of the “irreversible” histidine ammonia-lyase reaction'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,139,1,214-216,"Virginia R. Williams, Janice M. Hiroms",en
547,67WIL/LUN,4291787.0,10.1042/bj1030514,,-,-,-,-,-,-,-,-,-,-
548,67WOL,6061417.0,10.1016/S0021-9258(18)99514-1,,['The Free Energy of Hydrolysis of Adenosine to Inosine and Ammonia'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,242,20,4711-4714,Richard Wolfenden,en
549,67WU/WIT,,10.1021/ja00985a003,,-,-,-,-,-,-,-,-,-,-
550,68AUR/KLE,4302217.0,10.1111/j.1432-1033.1968.tb00437.x,,['Reinigung und Eigenschaften der Carnitindehydrogenase aus <i>Pseudomonas aeruginosa</i>'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,6,2,196-201,"H. Aurich, H.‐P. Kleber, H. Sorger, H. Tauchert",en
551,68AVI/ALR,4384672.0,10.1016/S0021-9258(18)93531-3,,['Purification and Properties of a Nicotinamide Adenine Dinucleotide Phosphate-linked Aldohexose Dehydrogenase from Gluconobacter cerinus'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,8,1936-1941,"G Avigad, Y Alroy, S Englard",en
552,68AYL/SNE,5650370.0,10.1021/bi00845a002,,-,-,-,-,-,-,-,-,-,-
553,68AYL/SNE2,5650371.0,10.1021/bi00845a003,,-,-,-,-,-,-,-,-,-,-
554,68BAD/MIL,5681454.0,10.1021/bi00850a014,,-,-,-,-,-,-,-,-,-,-
555,68BEE/DEL,,10.1111/j.1432-1033.1968.tb00453.x,,['Hexopyranoside: Cytochrome <i>c</i> Oxidoreductase from <i>Agrobacterium tumefaciens</i>'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,6,3,331-343,"J. van Beeumen, J. de Ley",en
556,68BOM/PRA,,10.1016/0005-2728(68)90105-9,,"['Study of adenosine 5′-mono-, di- and triphosphates in plant tissues. IV. Regulation of the level of nucleotides, in vivo, by adenylate kinase: Theoretical and experimental study']",11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,162,2,230-242,"Jean-Loup Bomsel, Alain Pradet",en
557,68BRO,,,,-,-,-,-,-,-,-,-,-,-
558,68BUR/WAL,,10.1016/0005-2744(68)90028-4,,['Kinetics of triose phosphate isomerase'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,151,3,714-715,"P.M. Burton, S.G. Waley",en
559,68DYS/NOL,5647261.0,10.1016/S0021-9258(18)93559-3,,['The Effect of pH and Temperature on the Kinetic Parameters of Phosphoglucose Isomerase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,7,1401-1414,"J E D Dyson, E A Noltmann",en
560,68ERI,,10.1111/j.1365-2621.1968.tb03667.x,,['Alcohol: NAD Oxidoreductase (E. C. 1.1.1.1.) from Peas'],26.8.2006,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,33,5,525-532,C. E. ERIKSSON,en
561,68HAT/SLA,4305612.0,10.1042/bj1060141,,-,-,-,-,-,-,-,-,-,-
562,68HAV/HAN,5655435.0,10.1021/bi00845a039,,-,-,-,-,-,-,-,-,-,-
563,68JEA/DEM,,10.1139/m68-068,,['Indolelactate dehydrogenase from <i>Clostridium sporogenes</i>'],8.2.2010,Canadian Science Publishing,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,journal-article,14,4,429-435,"Marcel Jean, R. D. DeMoss",en
564,68KOH,4300866.0,10.1016/S0021-9258(18)93210-2,,['Tartaric Acid Metabolism'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,17,4426-4433,L D Kohn,en
565,68KOH/JAK,4297260.0,10.1016/S0021-9258(18)93399-5,,['Tartaric Acid Metabolism'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,10,2472-2478,"L D Kohn, W B Jakoby",en
566,68KOH/JAK2,4385076.0,10.1016/S0021-9258(18)93401-0,,['Tartaric Acid Metabolism'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,10,2486-2493,"L D Kohn, W B Jakoby",en
567,68LON/DAL,4387224.0,10.1042/bj1100217,,-,-,-,-,-,-,-,-,-,-
568,68MAY/AND,5726889.0,10.1016/S0021-9258(18)93144-3,,['Pathway of L-Mannose Degradation in Aerobacter aerogenes'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,24,6330-6333,"J W Mayo, R L Anderson",en
569,68MIZ/WEE,5658542.0,10.1016/S0021-9258(19)34190-0,,['Studies on the Mechanism of Fatty Acid Synthesis'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,13,3661-3670,"M Mizugaki, G Weeks, R E Toomey, S J Wakil",en
570,68NIX/BLA,5687716.0,10.1016/S0021-9258(18)93178-9,,['Dihydrofolate Reductase of Streptococcus faecium'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,18,4722-4731,"P F Nixon, R L Blakley",en
571,68POT/GLO,5690817.0,10.1016/S0021-9258(18)92023-5,,['Choline Acetyltransferase from Rat Brain'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,14,3864-3870,"L T Potter, V A S Glover, J K Saelens",en
572,68REE/MEN,4302788.0,10.1016/S0021-9258(18)91972-1,,['The Pyruvate-Phosphate Dikinase Reaction'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,20,5486-5491,"R E Reeves, R A Menzies, D S Hsu",en
573,68SAL/NOR,,10.1016/0005-2744(68)90116-2,,['The specificity of UDP-glucose 4-epimerase from the yeast Saccharomyces fragilis'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,151,2,484-492,"W.L. Salo, J.H. Nordin, D.R. Peterson, R.D. Bevill, S. Kirkwood",en
574,68SU/RUS,5661709.0,10.1016/S0021-9258(18)92018-1,,"[""Adenylate Kinase from Bakers' Yeast""]",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,14,3826-3833,"S Su, P J Russell",en
575,68SUG/PIZ,4384871.0,10.1016/S0021-9258(18)93450-2,,['The Mechanism of End Product Inhibition of Serine Biosynthesis'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,243,9,2081-2089,"E Sugimoto, L I Pizer",en
576,68TAN/KAN,5655499.0,10.1111/j.1432-1033.1968.tb00199.x,,"['Myo‐Inositol, a Cofactor in the Biosynthesis of Stachyose']",4.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,4,2,233-239,"W. TANNER, O. KANDLER",en
577,68VEE,,,,-,-,-,-,-,-,-,-,-,-
578,69ALB,,10.1016/S0021-9258(18)93127-3,,"['Standard Gibbs Free Energy, Enthalpy, and Entropy Changes as a Function of pH and pMg for Several Reactions Involving Adenosine Phosphates']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,12,3290-3302,R A Alberty,en
579,69BAR,,,,-,-,-,-,-,-,-,-,-,-
580,69BEN,,,,-,-,-,-,-,-,-,-,-,-
581,69BLA,5781279.0,10.1111/j.1432-1033.1969.tb00526.x,,['Magnesium and the Aconitase Equilibrium: Determination of Apparent Stability Constants of Magnesium Substrate Complexes from Equilibrium Data'],4.3.2005,Wiley,http://doi.wiley.com/10.1002/tdm_license_1.1,journal-article,8,2,287-291,J. McD. Blair,en
582,69BLA/FRA,5824560.0,10.1016/S0021-9258(18)94283-3,,['Thyroidal Phenylpyruvate Tautomerase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,18,4864-4870,"F Blasi, F Fragomele, I Covelli",en
583,69BRE/AAS,,,,-,-,-,-,-,-,-,-,-,-
584,69DAH/AND,,10.1016/0006-291X(69)90681-0,,['2-Keto-3-deoxy-L-arabonate aldolase and its role in A new pathway of L-arabinose degradation'],30.10.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,36,5,809-814,"A.Stephen Dahms, R.L. Anderson",en
585,69DOL,4310090.0,10.1016/S0021-9258(18)63657-9,,['Kinetics of Malic-Lactic Transhydrogenase'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,19,5273-5285,M.I. Dolin,en
586,69FAN/FEI,16657106.0,10.1104/pp.44.4.599,,['Nucleoside Diphosphate-sugar 4-Epimerases I. Uridine Diphosphate Glucose 4-Epimerase of Wheat Germ'],13.12.2008,Oxford University Press (OUP),http://aspb.org/publications/aspb-journals/open-articles,journal-article,44,4,599-604,"Der-Fong Fan, David Sidney Feingold",en
587,69GAR/CLE,5793714.0,10.1021/bi00830a026,,-,-,-,-,-,-,-,-,-,-
588,69GEO/TRA,,,,-,-,-,-,-,-,-,-,-,-
589,69GRE/RUD,4309154.0,10.1016/S0021-9258(18)93695-1,,"['Enthalpy of Hydrolysis of the 3′ Bond of Adenosine 3′, 5′-Monophosphate and Guanosine 3′, 5′-Monophosphate']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,17,4798-4800,"P Greengard, S A Rudolph, J M Sturtevant",en
590,69KLO,,10.1016/0076-6879(69)13065-7,,-,-,-,-,-,-,-,-,-,-
591,69LAN/DEK,4309127.0,10.1021/bi00835a041,,-,-,-,-,-,-,-,-,-,-
592,69PAS/LOW,5814030.0,10.1016/S0021-9258(18)91871-5,,"['Glucose 1,6-Diphosphate Formation by Phosphoglucomutase in Mammalian Tissues']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,4,902-909,"J V Passonneau, O H Lowry, D W Schulz, J G Brown",en
593,69PET/MCK,4306134.0,10.1016/0003-9861(69)90128-3,,['Enzymic ω-oxidation: Stoichiometry of the ω-oxidation of fatty acids'],10.2.2005,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,131,1,245-252,"Julian A. Peterson, Eva J. McKenna, Ronald W. Estabrook, Minor J. Coon",en
594,69POP,,10.1016/S0076-6879(69)15014-4,,-,-,-,-,-,-,-,-,-,-
595,69ROS/HAM,5814934.0,10.1021/bi00833a017,,-,-,-,-,-,-,-,-,-,-
596,69SHE/ALE,5773308.0,10.1016/S0021-9258(18)94451-0,,"['Purification and Properties of β-1,4-Oligoglucan: Orthophosphate Glucosyltransferase from Clostridium thermocellum']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,2,457-464,"K Sheth, J K Alexander",en
597,69SMI/MOR,5800442.0,10.1016/S0021-9258(17)36405-0,,['Kinetic Studies on the Arginine Kinase Reaction'],18.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,15,4224-4234,"E Smith, J F Morrison",en
598,69SWI,4306285.0,10.1016/S0021-9258(18)91705-9,,['Regulation and Mechanism of Phosphoribosylpyrophosphate Synthetase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,11,2854-2863,R L Switzer,en
599,69TSU/FUK,5782905.0,10.1016/S0021-9258(18)91886-7,,['Purification and Specific Kinetic Properties of Erythrocyte Uridine Diphosphate Glucose Pyrophosphorylase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,4,1008-1015,"K K Tsuboi, K Fukunaga, J C Petricciani",en
600,69VEE/EGG,4391039.0,10.1042/bj1150609a,,-,-,-,-,-,-,-,-,-,-
601,69VEE/RAI,5357024.0,10.1042/bj1150837,,-,-,-,-,-,-,-,-,-,-
602,69VIL/DAL,4391041.0,10.1042/bj1150633,,-,-,-,-,-,-,-,-,-,-
603,69WAN/BAR,5769987.0,10.1016/S0021-9258(18)83432-9,,['Purification and Properties of L-Citramalate Hydrolyase'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,244,10,2516-2526,"C C Wang, H A Barker",en
604,69WHI/LEJ,4989322.0,10.1042/bj1130589,,-,-,-,-,-,-,-,-,-,-
605,70ALB,5423264.0,10.1021/bi00814a011,,-,-,-,-,-,-,-,-,-,-
606,70BAL/DEN,,10.1016/0076-6879(71)17212-6,,-,-,-,-,-,-,-,-,-,-
607,70BEN/FRI,5442269.0,10.1016/S0021-9258(18)63142-4,,['Allosteric Control of Glucosamine Phosphate Isomerase from the Adult Housefly and Its Role in the Synthesis of Glucosamine 6-Phosphate'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,245,9,2219-2228,"Robert L. Benson, Stanley Friedman",en
608,70BLA,4245368.0,10.1111/j.1432-1033.1970.tb00940.x,,"['Magnesium, Potassium, and the Adenylate Kinase Equilibrium']",4.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,13,2,384-390,J. McD. Blair,en
609,70BRO/KRE,4316090.0,10.1042/bj1170091,,-,-,-,-,-,-,-,-,-,-
610,70CHI/ZAP,5438361.0,10.1016/S0021-9258(19)77160-9,,"['Lysine 2,3-Aminomutase']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,245,7,1778-1789,"T.P. Chirpich, V. Zappia, R.N. Costilow, H.A. Barker",en
611,70DEN,,10.1016/0076-6879(71)17195-9,,-,-,-,-,-,-,-,-,-,-
612,70FAN/FEI,5483919.0,10.1104/pp.46.4.592,,['Nucleoside Diphosphate-Sugar 4-Epimerases'],13.12.2008,Oxford University Press (OUP),http://aspb.org/publications/aspb-journals/open-articles,journal-article,46,4,592-595,"Der-Fong Fan, David Sidney Feingold",en
613,70GEO/WIT,,10.1016/0005-2728(70)90126-X,,['“Squiggle-H2O”. An enquiry into the importance of solvation effects in phosphate ester and anhydride reactions'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,223,1,1-15,"Philip George, Robert J. Witonsky, Mendel Trachtman, Clara Wu, William Dorwart, Linda Richman, William Richman, Fahd Shurayh, Barry Lentz",en
614,70HER,5470822.0,10.1016/S0021-9258(18)62958-8,,['5-Hydroxy-N-methylpyroglutamate Synthetase'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,245,14,3526-3535,Louis B. Hersh,en
615,70HEY/ELB,5438047.0,10.1128/jb.101.3.777-780.1970,,['Purification of a\n            <scp>d</scp>\n            -Mannose Isomerase from\n            <i>Mycobacterium smegmatis</i>'],3.1.2020,American Society for Microbiology,https://journals.asm.org/non-commercial-tdm-license,journal-article,101,3,777-780,"Ann Hey-Ferguson, Alan D. Elbein",en
616,70JEN/TAY,,10.1016/0076-6879(71)17285-0,,-,-,-,-,-,-,-,-,-,-
617,70KNO/HAN,5427280.0,10.1016/S0021-9258(18)63098-4,,['Uridine Diphosphate Glucose Pyrophosphorylase'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,245,10,2499-2504,"Janice K. Knop, R.G. Hansen",en
618,70KOH/WAR,4395378.0,10.1016/S0021-9258(18)62926-6,,['The Kinetic Properties of Spinach Leaf Glyoxylic Acid Reductase'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,245,15,3831-3839,"Leonard D. Kohn, William A. Warren",en
619,70KRI/BUC,5493986.0,10.1111/j.1432-1033.1970.tb01202.x,,['3‐Phosphoglycerate Kinase from Rabbit Sceletal Muscle and Yeast'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,17,3,568-580,"Wolfgang K. G. Krietsch, Theodor Bücher",en
620,70MAN/HOL,4910853.0,10.1073/pnas.65.3.660,,-,-,-,-,-,-,-,-,-,-
621,70MAR/COH,,10.1016/0076-6879(71)17186-8,,-,-,-,-,-,-,-,-,-,-
622,70NAK/FUJ,,10.1016/0005-2744(70)90054-9,,['α-Aminoadipate aminotransferase of rat liver mitochondria'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,198,2,219-228,"Y. Nakatani, M. Fujioka, K. Higashino",en
623,70NAK/TSU,5498430.0,10.1016/S0021-9258(19)63814-7,,['Aromatic α-Keto Acid Reductase from Rat Kidney'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,245,17,4443-4449,"Minoru Nakano, Yachiyo Tsutsumi, T.S. Danowski",en
624,70TSA/HOL,,10.1016/0003-9861(70)90347-4,,"['Purification, stabilization, and properties of bovine mammary UDP-galactose 4-epimerase']",25.11.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,136,1,233-244,"C.M. Tsai, N. Holmberg, K.E. Ebner",en
625,70TSU/FRI,4394942.0,10.1016/S0021-9258(18)62643-2,,['Ornithine Metabolism by Clostridium sticklandii'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,245,22,5914-5926,"Yoshihisa Tsuda, Herbert C. Friedmann",en
626,70VEE/RAI,4315932.0,10.1042/bj1170499,,-,-,-,-,-,-,-,-,-,-
627,70WUR/HES,4395302.0,10.1515/bchm2.1970.351.2.1537,,-,-,-,-,-,-,-,-,-,-
628,70WUR/SCH,5451283.0,10.1515/bchm2.1970.351.2.961,,-,-,-,-,-,-,-,-,-,-
629,71BRI/CAR,5168977.0,10.1021/bi00800a028,,-,-,-,-,-,-,-,-,-,-
630,71BRI/CLA,,,,-,-,-,-,-,-,-,-,-,-
631,71CHE/ALI,5095956.0,,,-,-,-,-,-,-,-,-,-,-
632,71COH/WOL,4944312.0,10.1016/S0021-9258(19)45813-4,,['The Equilibrium of Hydrolytic Deamination of Cytidine and N4-Methylcytidine'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,246,24,7566-7568,"Robert M. Cohen, Richard Wolfenden",en
633,71GLO/POT,,10.1111/j.1471-4159.1971.tb11987.x,,['PURIFICATION AND PROPERTIES OF CHOLINE ACETYLTRANSFERASE FROM OX BRAIN STRIATE NUCLEI'],13.12.2006,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,18,4,571-580,"V. A. S. Glover, L. T. Potter",en
634,71HAY/GRE,4328843.0,10.1016/S0021-9258(18)61884-8,,['On the Equilibrium of the Adenylate Cyclase Reaction'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,246,18,5840-5843,"Osamu Hayaishi, Paul Greengard, Sidney P. Colowick",en
635,71HOR/HUS,5148773.0,,,-,-,-,-,-,-,-,-,-,-
636,71JEN/SCH,,10.1021/ja00745a017,,-,-,-,-,-,-,-,-,-,-
637,71JOS/WAK,4934182.0,10.1016/0003-9861(71)90234-7,,['Studies on the mechanism of fatty acid synthesis'],10.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,143,2,493-505,"V.C. Joshi, Salih J. Wakil",en
638,71KAT,4401291.0,10.1016/s0003-9861(71)80057-7,,['Sepiapterin reductase from horse liver: Purification and properties of the Enzyme'],12.7.2006,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,146,1,202-214,Setsuko Katoh,en
639,71KUN/STA,5574401.0,10.1016/S0021-9258(18)62235-5,,['Nicotinic Acid Metabolism'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,246,10,3378-3388,"Hsiang-Fu Kung, Thressa C. Stadtman",en
640,71MCC/CHA,5129727.0,10.1016/S0021-9258(19)45873-0,,['Purification and Properties of Carboxypeptidase G1'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,246,23,7207-7213,"J.L. McCullough, B.A. Chabner, J.R. Bertino",en
641,71NOJ/TAN,,10.1093/oxfordjournals.jbchem.a129527,,-,-,-,-,-,-,-,-,-,-
642,71RAJ/LUM,,10.1021/j100680a006,,-,-,-,-,-,-,-,-,-,-
643,71ROB,5570433.0,10.1016/S0021-9258(18)61962-3,,['The Formation of Uridine Diphosphate-Glucuronic Acid in Plants'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,246,16,4995-5002,R.M. Roberts,en
644,71RUD/JOH,4322715.0,10.1016/S0021-9258(19)76969-5,,"[""The Enthalpy of Hydrolysis of Various 3',5'- and 2',3'-Cyclic Nucleotides""]",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,246,5,1271-1273,"Stephen A. Rudolph, Edward M. Johnson, Paul Greengard",en
645,71SHI/SUG,5552394.0,10.1111/j.1432-1033.1971.tb01312.x,,['Metabolism of Deoxyribonucleotides. Purification and Properties of Deoxyguanosine Monophosphokinase of Calf Thymus'],3.3.2005,Wiley,http://doi.wiley.com/10.1002/tdm_license_1.1,journal-article,19,2,256-263,"Hideyo Shimono, Yukio Sugino",en
646,71TAK/KUR,4106365.0,10.1016/S0021-9258(18)61885-X,,['The Reversibility of the Adenylate Cyclase Reaction'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,246,18,5843-5845,"Katsuji Takai, Yoshikazu Kurashina, Chiyo Suzuki, Harumasa Okamoto, Akira Ueki, Osamu Hayaishi",en
647,71TAN/JOH,4945184.0,10.1128/jb.108.3.1107-1111.1971,,['Equilibrium Constant for Conversion of Pyruvate to Acetyl Phosphate and Formate'],3.1.2020,American Society for Microbiology,https://journals.asm.org/non-commercial-tdm-license,journal-article,108,3,1107-1111,"Nobumasa Tanaka, Marvin J. Johnson",en
648,71UNK/GOL,5573236.0,10.1016/S0021-9258(18)62300-2,,['Thermodynamic and Kinetic Aspects of the Reaction of γ-Fluoroglutamate with d-Glutamate Cyclase'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,246,8,2354-2359,Jay C. Unkeless,en
649,71WIL/ROC,5580657.0,10.1021/bi00784a017,,-,-,-,-,-,-,-,-,-,-
650,71WOH,4398630.0,10.1111/j.1432-1033.1971.tb01503.x,,['Equilibrium of the ATP:Glutamine Synthetase Adenylyltransferase Reaction'],3.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,21,4,575-581,Robert M. Wohlhueter,en
651,72BAK/JEN,4344229.0,10.1016/S0021-9258(19)44584-5,,"['Purification and Properties of l-erythro-3,5-Diaminohexanoate Dehydrogenase from a Lysine-fermenting Clostridium']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,247,23,7724-7734,"John J. Baker, Ingming Jeng, H. Albert Barker",en
652,72CAG/FRI,4337852.0,10.1016/S0021-9258(19)45152-1,,['Enzymatic Phosphorylation of Serine'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,247,11,3382-3392,"Lauren M. Cagen, Herbert C. Friedmann",en
653,72COO/MEI,5059882.0,10.1021/bi00755a001,,-,-,-,-,-,-,-,-,-,-
654,72DAH/AND,5016652.0,10.1016/S0021-9258(19)45519-1,,['d-Fucose Metabolism in a Pseudomonad'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,247,7,2238-2241,"A. Stephen Dahms, Richard L. Anderson",en
655,72DEL,4624446.0,10.1016/S0021-9258(19)45108-9,,['The Purification and Properties of Sucrose Synthetase from Etiolated Phaseolus aureus Seedlings'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,247,12,3822-3828,Deborah Pierson Delmer,en
656,72DUF/NEL,5019592.0,10.1111/j.1471-4159.1972.tb01417.x,,['CEREBRAL CARBOHYDRATE METABOLISM DURING ACUTE HYPOXIA AND RECOVERY<sup>1</sup>'],5.10.2006,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,19,4,959-977,"T. E. Duffy, S. R. Nelson, O. H. Lowry",en
657,72FOR/GAU,4335290.0,10.1021/bi00756a026,,-,-,-,-,-,-,-,-,-,-
658,72GUS/GAN,5012314.0,10.1016/S0021-9258(19)45571-3,,['Uridine Diphosphate Glucose Pyrophosphorylase from Sorghum vulgare'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,247,5,1387-1397,"G.L. Gustafson, J.E. Gander",en
659,72KHA/ZHE,4660956.0,,,-,-,-,-,-,-,-,-,-,-
660,72KOR/HUR,,10.1016/0005-2744(72)90965-5,,['Purification and properties of an NADP+-dependent glycerol dehydrogenase from rabbit skeletal muscle'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,258,1,40-55,"Alfred W. Kormann, Robert O. Hurst, T.G. Flynn",en
661,72LEH/TAN,,10.1016/0076-6879(72)28075-2,,-,-,-,-,-,-,-,-,-,-
662,72MAR/BEL,4623846.0,10.1016/S0021-9258(19)45234-4,,['Metabolism of Trehalose in Euglena gracilis'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,247,10,3223-3228,"Luis R. Maréchal, Enrique Belocopitow",en
663,72NAG/JAE,4403556.0,10.1515/bchm2.1972.353.1.773,,-,-,-,-,-,-,-,-,-,-
664,72NEL/KIE,5082943.0,10.1016/0003-2697(72)90451-4,,['Enthalpy of decomposition of hydrogen peroxide by catalase at 25° C (with molar extinction coefficients of H2O2 solutions in the UV)'],10.12.2004,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,49,2,474-478,"Dennis P. Nelson, Lutz A. Kiesow",en
665,72ROS/SLA,,10.1016/0005-2728(72)90116-8,,['The value of ΔG° for the hydrolysis of ATP'],11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,267,2,275-290,"J. Rosing, E.C. Slater",en
666,72STU,5061975.0,10.1016/S0021-9258(19)45701-3,,['The Enthalpy of Hydrolysis of Acetylcholine'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,247,3,968-969,Julian M. Sturtevant,en
667,72TAK/ONO,,10.1093/oxfordjournals.jbchem.a129946,,-,-,-,-,-,-,-,-,-,-
668,72WOL,,10.1101/SQB.1973.037.01.076,,-,-,-,-,-,-,-,-,-,-
669,72WUR/HES,,10.1016/0014-5793(72)80311-9,,"[""Glucose‐6‐phosphate‐1‐epimerase from baker's yeast. A new enzyme""]",25.7.2002,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,23,3,341-344,"Bernd Wurster, Benno Hess",en
670,73BEE/STE,,,,-,-,-,-,-,-,-,-,-,-
671,73DEW/LOW,4697392.0,10.1016/S0021-9258(19)44082-9,,['Myokinase Equilibrium'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,248,8,2829-2835,"Paul De Weer, Allan G. Lowe",en
